controlled	FI48477	6d786377-4d00-514d-b11a-320f6bdbfbd7	a92fe26db1550200b27af2cf9879ecbf.bam	DO46384	SP101658	Primary tumour - solid tissue	SA505795	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton,Azure - Toronto	OV-AU	PCAWG			BAM	1.38760149958E11
controlled	FI809563	87f200b3-e77f-5bae-96db-7a6eff571e21	-9cc56b4d1a131063be91dc7f60e1fb26.bam	DO46581	SP102103	Primary tumour - solid tissue	SA505781	AWS - Virginia,Collaboratory - Toronto,Azure - Toronto	OV-AU	PCAWG			BAM	5.05656984E8
controlled	FI809387	ac18bcef-9759-5c38-af52-ae96d250f000	-c1bd1ed5ce03f1c18e152c419b65f657.bam	DO46380	SP101648	Primary tumour - solid tissue	SA505750	AWS - Virginia,Collaboratory - Toronto,Azure - Toronto	OV-AU	PCAWG			BAM	4.21616965E8
controlled	FI34562	67ed3bd7-af90-5ba9-970d-99c984eaf9f7	9225b15c135ca726c51de50e54bf21e6.bam	DO46566	SP102074	Primary tumour - solid tissue	SA505727	AWS - Virginia,EGA - Hinxton,Collaboratory - Toronto,Azure - Toronto	OV-AU	PCAWG			BAM	1.15671261623E11
controlled	FI806055	eb14e158-6cce-521a-a737-7b7a082e1a88	-9225b15c135ca726c51de50e54bf21e6.bam	DO46566	SP102074	Primary tumour - solid tissue	SA505727	Collaboratory - Toronto,Azure - Toronto,AWS - Virginia	OV-AU	PCAWG			BAM	1.93173488E8
controlled	FI33934	8c03b92f-ecdf-52e7-a0fe-947680273561	39575a336604e93e0131072fa5f0c391.bam	DO46396	SP101682	Primary tumour - solid tissue	SA505877	Azure - Toronto,EGA - Hinxton,AWS - Virginia,Collaboratory - Toronto	OV-AU	PCAWG			BAM	1.60279350128E11
controlled	FI34654	1f2aa333-00bc-5bf1-a8fc-911a452f9859	a1ca08aa153a40f845f85cb7a82a3c33.bam	DO46412	SP101716	Primary tumour - solid tissue	SA505950	Azure - Toronto,Collaboratory - Toronto,EGA - Hinxton,AWS - Virginia	OV-AU	PCAWG			BAM	1.43668427732E11
controlled	FI14053	0f8cd1f5-716a-5f71-843a-0e48b25c8c00	b148f23abc6b161e4da6f83278170e71.bam	DO46586	SP102113	Primary tumour - solid tissue	SA505796	EGA - Hinxton,AWS - Virginia,Collaboratory - Toronto,Azure - Toronto	OV-AU	PCAWG			BAM	1.38398310236E11
controlled	FI28047	5b2233ae-93e1-523f-b335-ebbfdd7b8c51	19f056a4d86c5ff18312151a1154d305.bam	DO46551	SP102035	Primary tumour - solid tissue	SA505675	EGA - Hinxton,AWS - Virginia,Collaboratory - Toronto,Azure - Toronto	OV-AU	PCAWG			BAM	1.55794754267E11
controlled	FI22209	24410658-c4dd-5320-96dc-4153e0744825	b5c069f1a92f91f74f31f569f2487184.bam	DO46493	SP101891	Primary tumour - solid tissue	SA505493	Collaboratory - Toronto,AWS - Virginia,EGA - Hinxton,Azure - Toronto	OV-AU	PCAWG			BAM	1.62809757624E11
