aws-virginia	FI811091	753e58f2-1452-5c25-ae78-3cb192403e8b	BAM	mini-90d99626b73bd35673e41235374bd024.bam	1719002976	68a189e58537834fe385a2dcf6152ad5	f2d1e6c7-b6bd-579b-b023-caae934d9e78	DO50342	ESAD-UK	PCAWG
aws-virginia	FI808973	ad71f992-587d-5db1-87dc-add7b65fffe4	BAM	mini-ab3c08eafbabda9ebc1ed4b536e894b3.bam	330513830	4041bcd3308b9958621eaa8aa20738cd	238aeaba-9309-50fe-add5-2982960bf789	DO50445	ESAD-UK	PCAWG
aws-virginia	FI808933	5db124ab-f756-5a62-8de6-afb09fb2a4bc	BAM	mini-212c34bd65434db34e6dbed057956545.bam	388250278	735be56b4c2a5ae5410e23b9373314fc	388863e0-44bf-563d-b99d-5714b9757e90	DO50390	ESAD-UK	PCAWG
aws-virginia	FI808905	2b5f6510-fd4d-5227-a6e6-51784debd184	BAM	mini-ab3c9eaa6ef608830aa124808176460f.bam	372897022	1cab700a978437a6088fbed4cf1043a2	1b1f1e31-5daa-5458-8a9a-904488ac5a72	DO50349	ESAD-UK	PCAWG
aws-virginia	FI808869	83117d14-7cfe-5608-b3fd-864e56fb5883	BAM	mini-28bcfef28146f4b23291eea7f9b0fa4c.bam	284378329	a1dbe2846418f3207a7d76b756831068	c1378d7c-a3a7-58fe-9ff3-63a69ef17a93	DO50381	ESAD-UK	PCAWG
aws-virginia	FI808863	79030863-a407-5e1c-825a-d6590bceaa1b	BAM	mini-17e6368cb4ae6ae3ac0ca12e20c90dd4.bam	370874436	b9fada221dbc6284c6468eb89035eb30	59aad959-4cac-5e2a-a6c4-15f1816f1ce9	DO50449	ESAD-UK	PCAWG
aws-virginia	FI808877	82d06b0f-decc-575c-bce5-3735ebf515d6	BAM	mini-260b4b3ac77878293b707483482c37ac.bam	665882932	8312c6348c42ea7d5d2ab993851fd637	6d245e0a-a5fd-588b-814f-74985a5ad3a2	DO50437	ESAD-UK	PCAWG
aws-virginia	FI809021	9bc912ed-047c-5ebe-abe4-46a32f025a73	BAM	mini-c76c166f133cfefbacb11e838f7eadd1.bam	725079830	cb31d5735242c32abdd27742c4e237c5	669092e5-4645-58fb-9692-19842d52952f	DO50401	ESAD-UK	PCAWG
aws-virginia	FI809017	8ca28454-267e-5b00-b0ea-2c9a7db896d4	BAM	mini-4694a3dd2c9a2daa40ccf3b8d9abbc21.bam	1702081127	b8de4f95d9e2838c2eca1125698b72a2	569ce883-2570-5bb5-b9df-2374c93f4440	DO50411	ESAD-UK	PCAWG
aws-virginia	FI808901	a527e6be-9375-5ae4-bec6-f210de724eeb	BAM	mini-7ec671051c13c07911105396540c7223.bam	1440960293	456f2317b09b02719b4a2ea652b4f1d9	b50688e3-2e58-5593-84b6-33604ae03343	DO50384	ESAD-UK	PCAWG
aws-virginia	FI808833	c6adc22b-89f5-522e-80d9-94d449c385fb	BAM	mini-08b5e10caa8aae97aa54fc4ad360fd44.bam	284270676	2e04aefa71cdc82d413d75d543ed54e0	6f6f359b-0885-5e45-9e15-f1a9dacc2514	DO50367	ESAD-UK	PCAWG
aws-virginia	FI808845	bf6c9995-8987-5f7c-a64d-9a4168b58e40	BAM	mini-6a2053d89c7e016b5eb3728bff5eb258.bam	1297075126	e283a1e377b6d3ae92d73981c27bf3d1	d97cadf2-e56a-5493-b46f-381d86a3a2c4	DO10858	ESAD-UK	PCAWG
aws-virginia	FI808737	4164be8c-0147-5ad5-a100-45f6999c9fbe	BAM	mini-7c2156017cc2c847013c4b87cfca8a8b.bam	478232752	1fcccba2fc431b59bf2a048c1ae2d6ec	365287ac-a5bd-54d7-962d-eca13c856570	DO50321	ESAD-UK	PCAWG
aws-virginia	FI808753	cdfa05f0-f8b8-54fa-b69d-c0288fcfdba7	BAM	mini-3272dbc31566b8d6a5c8a336310227ef.bam	879217645	8df2755e2060bad8cacf14892de298e0	906b185c-2a81-59b9-8758-4099545ae08e	DO50343	ESAD-UK	PCAWG
aws-virginia	FI808627	916a721f-8db4-5613-9142-21c2673b42eb	BAM	mini-16b1a5fc5a18d9a759ee0c7a6a8a327b.bam	200096937	bf4712903cec748adca08dc2b27bbd1a	7a7fd120-af54-5447-bb15-15362a6d85c3	DO50327	ESAD-UK	PCAWG
aws-virginia	FI808495	43d20e93-67f9-5247-ac59-b236f77a8bb8	BAM	mini-a80a272635b66d9df4861d1a3624cddd.bam	919781362	593a8d7797d244fb29133b55b8fcb972	fc80e4ad-d2fe-5038-9ab7-587dba725b00	DO50407	ESAD-UK	PCAWG
aws-virginia	FI809027	9f894ce8-eeef-5cb9-b18a-869442e29a3a	BAM	mini-41c9ee902e45fd904a88192d35d935a8.bam	650547796	6145976af9981bf4268b2a4ea73fd377	edc6666e-1b4b-5cfb-aef6-31475cf10d50	DO10840	ESAD-UK	PCAWG
aws-virginia	FI809023	53082e70-4feb-5871-9e56-632af9256072	BAM	mini-d8faa1b0d77cab4bbb62e4d8f4bf7874.bam	242155332	b1bccd0522735799f3a3190aa4a8b437	8a07970a-a6c5-5e20-bb33-adee6ec5e1d5	DO10843	ESAD-UK	PCAWG
aws-virginia	FI809053	1bf50828-68f1-51c3-9e62-6a7dd224379a	BAM	mini-837f6c3f8d4c60a3193e39ffe069ea9f.bam	533757245	25fbd780833ddb2c61b4125c9c5b3ea2	fcc5efe2-565b-52e4-8880-a4b18860c006	DO10840	ESAD-UK	PCAWG
aws-virginia	FI809009	d4784615-a8df-5f2d-9516-22f7e1640c53	BAM	mini-492caa55c486aaf5c37fea1221c1c95f.bam	963196600	48926a1bb9ccbf10facabf60a57b0316	21868f8b-8856-5a48-9aad-a4c849a60cd0	DO50387	ESAD-UK	PCAWG
aws-virginia	FI808919	649dd286-525c-59cf-ab3b-be07f66f20b6	BAM	mini-27ed80c3b3e851cdb16492e38eea8ed7.bam	1350067413	9242f47a42a207681b91a068c26c3010	fbb59f01-422e-5916-bbe5-004507056b3a	DO50450	ESAD-UK	PCAWG
aws-virginia	FI808887	61825b15-b07d-5d05-a854-e868db492d6b	BAM	mini-d0ac3315f713a78b19b8f7d7eed839b3.bam	1435639486	da0fbdff0b356014b4785856d8b2f411	db440d2e-f9ec-522d-8db3-b7871f365cc1	DO50315	ESAD-UK	PCAWG
